datetime,worker,id,gpu,hashrate,accepted_shares,temperature,fan,power,core_clock,mem_clock
2021-05-11 18:18:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.010,10,61,80,93,2062,4252
2021-05-11 18:19:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.917,10,61,80,92,2062,4252
2021-05-11 18:20:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,60,80,97,2062,4252
2021-05-11 18:21:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.857,0,61,80,90,2062,4252
2021-05-11 18:22:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.364,0,61,80,94,2062,4252
2021-05-11 18:23:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.518,0,61,80,92,2062,4252
2021-05-11 18:24:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.520,0,61,80,92,2062,4252
2021-05-11 18:25:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.415,0,61,80,92,2062,4252
2021-05-11 18:26:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.555,0,61,80,94,2062,4252
2021-05-11 18:27:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.567,0,61,80,93,2062,4252
2021-05-11 18:28:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.707,0,61,80,93,2062,4252
2021-05-11 18:29:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.896,0,61,80,93,2062,4252
2021-05-11 18:30:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.054,0,61,80,97,2062,4252
2021-05-11 18:31:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.536,0,61,80,92,2062,4252
2021-05-11 18:32:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.810,0,61,80,96,2062,4252
2021-05-11 18:33:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.140,0,61,80,94,2062,4252
2021-05-11 18:34:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.074,0,61,80,93,2062,4252
2021-05-11 18:35:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.982,0,61,80,94,2062,4252
2021-05-11 18:36:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.17,0,62,80,91,2062,4252
2021-05-11 18:37:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.172,0,61,80,92,2062,4252
2021-05-11 18:38:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.233,0,61,80,93,2062,4252
2021-05-11 18:39:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.232,0,61,80,92,2062,4252
2021-05-11 18:40:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.332,0,61,80,90,2062,4252
2021-05-11 18:41:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.317,0,61,80,92,2062,4252
2021-05-11 18:42:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.119,0,61,80,94,2062,4252
2021-05-11 18:43:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.312,0,61,80,96,2062,4252
2021-05-11 18:44:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,12.35,0,62,80,95,2062,4252
2021-05-11 18:45:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.701,0,61,80,92,2062,4252
2021-05-11 18:46:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.435,0,61,80,92,2062,4252
2021-05-11 18:47:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.686,0,61,80,94,2062,4252
2021-05-11 18:48:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,12.00,0,62,80,94,2062,4252
2021-05-11 18:49:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.776,0,61,80,94,2062,4252
2021-05-11 18:50:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,0,0,0,1771,4004
2021-05-11 18:51:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,60,80,93,2062,4252
2021-05-11 18:52:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,60,80,91,2062,4252
2021-05-11 18:53:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.177,0,61,80,94,2062,4252
2021-05-11 18:54:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.095,1,61,80,95,2062,4252
2021-05-11 18:55:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.264,1,61,80,93,2062,4252
2021-05-11 18:56:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.12,1,61,80,90,2062,4252
2021-05-11 18:57:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.031,1,61,80,91,2062,4252
2021-05-11 18:58:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.730,1,61,80,90,2062,4252
2021-05-11 18:59:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.342,1,61,80,91,2062,4252
2021-05-11 19:00:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.881,1,61,80,91,2062,4252
2021-05-11 19:01:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.281,1,61,80,91,2062,4252
2021-05-11 19:02:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.374,1,61,80,91,2062,4252
2021-05-11 19:03:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.131,1,61,80,91,2062,4252
2021-05-11 19:04:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.466,1,61,80,91,2062,4252
2021-05-11 19:05:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.383,1,61,80,91,2062,4252
2021-05-11 19:06:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.142,1,60,80,90,2062,4252
2021-05-11 19:07:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.297,1,60,80,91,2062,4252
2021-05-11 19:08:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.607,1,61,80,91,2062,4252
2021-05-11 19:09:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,12.51,1,61,80,98,2062,4252
2021-05-11 19:10:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.169,1,61,80,92,2062,4252
2021-05-11 19:11:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,13.55,1,61,80,98,2062,4252
2021-05-11 19:12:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.404,1,61,80,95,2062,4252
2021-05-11 19:13:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.402,1,61,80,90,2062,4252
2021-05-11 19:14:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.635,1,61,80,91,2062,4252
2021-05-11 19:15:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.121,1,61,80,92,2062,4252
2021-05-11 19:16:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.256,1,61,80,92,2062,4252
2021-05-11 19:17:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.707,1,61,80,91,2062,4252
2021-05-11 19:18:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.040,1,62,80,96,2062,4252
2021-05-11 19:19:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,21.70,2,63,80,106,2062,4252
2021-05-11 19:20:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,22.40,2,63,90,107,2113,4303
2021-05-11 19:21:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,22.42,2,63,90,108,2113,4303
2021-05-11 19:22:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,22.42,2,63,90,108,2113,4303
2021-05-11 19:23:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,22.42,3,63,90,108,2113,4303
2021-05-11 19:24:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 19:25:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 19:26:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 19:27:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,50,80,30,1556,3802
2021-05-11 19:28:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,46,80,40,1556,3802
2021-05-11 19:29:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,0,45,80,32,1683,3802
2021-05-11 19:30:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.938,0,47,80,51,1949,3802
2021-05-11 19:31:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.46,0,54,80,97,1949,3802
2021-05-11 19:32:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.787,0,48,80,52,1949,3802
2021-05-11 19:33:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.364,0,47,80,51,1949,3802
2021-05-11 19:34:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.816,1,48,80,59,1949,3802
2021-05-11 19:35:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.357,1,48,80,54,1949,3802
2021-05-11 19:36:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.132,1,50,80,53,1949,3802
2021-05-11 19:37:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.633,1,49,80,51,1949,3802
2021-05-11 19:38:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,5.682,1,47,80,55,1949,3802
2021-05-11 19:39:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.042,1,46,80,48,1898,3802
2021-05-11 19:40:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,8.935,1,49,80,56,1949,3802
2021-05-11 19:41:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.843,1,49,80,55,1949,3802
2021-05-11 19:42:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.847,2,49,80,53,1949,3802
2021-05-11 19:43:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.53,2,52,79,98,1949,3802
2021-05-11 19:44:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.742,2,49,80,55,1949,3802
2021-05-11 19:45:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.519,2,49,80,61,1949,3802
2021-05-11 19:46:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.857,2,49,80,51,1949,3802
2021-05-11 19:47:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.94,2,49,80,55,1949,3802
2021-05-11 19:48:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.922,2,49,80,50,1949,3802
2021-05-11 19:49:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.909,2,49,80,54,1949,3802
2021-05-11 19:50:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.037,2,48,80,52,1949,3802
2021-05-11 19:51:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.209,2,49,80,53,1949,3802
2021-05-11 19:52:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.318,2,49,80,52,1949,3802
2021-05-11 19:53:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.637,2,47,80,51,1949,3802
2021-05-11 19:54:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.24,2,50,80,49,1949,3802
2021-05-11 19:55:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.946,2,49,80,53,1949,3802
2021-05-11 19:56:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.244,2,49,80,52,1949,3802
2021-05-11 19:57:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.940,2,49,80,58,1949,3802
2021-05-11 19:58:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.910,2,49,80,52,1949,3802
2021-05-11 19:59:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.817,2,49,80,54,1949,3802
2021-05-11 20:00:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.954,2,49,80,52,1949,3802
2021-05-11 20:01:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.85,2,50,80,51,1949,3802
2021-05-11 20:02:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.888,3,49,80,53,1949,3802
2021-05-11 20:03:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.398,3,49,80,53,1949,3802
2021-05-11 20:04:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.086,3,49,80,62,1949,3802
2021-05-11 20:05:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.861,3,47,80,51,1898,3802
2021-05-11 20:06:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.459,3,49,80,63,1949,3802
2021-05-11 20:07:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.946,3,49,80,51,1949,3802
2021-05-11 20:08:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.02,3,50,80,58,1949,3802
2021-05-11 20:09:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.184,3,49,80,68,1949,3802
2021-05-11 20:10:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.697,4,48,80,49,1949,3802
2021-05-11 20:11:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.940,4,49,80,62,1949,3802
2021-05-11 20:12:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.931,5,49,80,54,1949,3802
2021-05-11 20:13:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.492,5,49,80,54,1949,3802
2021-05-11 20:14:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.092,5,49,80,52,1949,3802
2021-05-11 20:15:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.57,5,53,80,96,1949,3802
2021-05-11 20:16:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.848,5,49,80,51,1949,3802
2021-05-11 20:17:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.804,5,48,80,53,1949,3802
2021-05-11 20:18:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.917,5,49,80,51,1949,3802
2021-05-11 20:19:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,5.873,5,48,80,54,1949,3802
2021-05-11 20:20:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.980,5,49,80,60,1949,3802
2021-05-11 20:21:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.507,5,49,80,50,1949,3802
2021-05-11 20:22:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,11.02,5,50,80,52,1949,3802
2021-05-11 20:23:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.989,5,49,80,53,1949,3802
2021-05-11 20:24:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.211,6,47,80,55,1949,3802
2021-05-11 20:25:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,6,45,80,50,1961,3802
2021-05-11 20:26:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,6,46,80,62,1961,3802
2021-05-11 20:27:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,6,45,80,39,1961,3802
2021-05-11 20:28:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0.000,6,43,80,31,1620,3802
2021-05-11 20:29:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.441,6,47,80,59,1961,3802
2021-05-11 20:30:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.899,6,48,80,53,1949,3802
2021-05-11 20:31:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,5.952,6,46,80,51,1949,3802
2021-05-11 20:32:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.294,6,47,80,53,1949,3802
2021-05-11 20:33:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.46,6,50,81,50,1949,3802
2021-05-11 20:34:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.229,6,49,80,53,1949,3802
2021-05-11 20:35:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.495,6,49,80,51,1949,3802
2021-05-11 20:36:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.538,7,48,80,46,1949,3802
2021-05-11 20:37:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.784,7,49,80,48,1949,3802
2021-05-11 20:38:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.229,7,48,80,59,1949,3802
2021-05-11 20:39:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.940,7,49,80,54,1949,3802
2021-05-11 20:40:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.46,7,50,80,55,1949,3802
2021-05-11 20:41:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.500,7,49,80,52,1949,3802
2021-05-11 20:42:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.944,7,49,80,55,1949,3802
2021-05-11 20:43:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.909,7,49,80,55,1949,3802
2021-05-11 20:44:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.448,7,49,80,54,1949,3802
2021-05-11 20:45:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.811,9,48,80,67,1949,3802
2021-05-11 20:46:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.952,9,49,80,54,1949,3802
2021-05-11 20:47:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.37,9,50,80,56,1949,3802
2021-05-11 20:48:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.914,9,49,80,51,1949,3802
2021-05-11 20:49:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.242,9,49,80,49,1949,3802
2021-05-11 20:50:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.60,9,50,80,55,1949,3802
2021-05-11 20:51:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.153,9,49,80,50,1949,3802
2021-05-11 20:52:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.526,9,49,80,55,1949,3802
2021-05-11 20:53:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.163,9,49,80,50,1949,3802
2021-05-11 20:54:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.63,9,46,80,30,1556,3802
2021-05-11 20:55:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.911,9,48,80,50,1949,3802
2021-05-11 20:56:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.438,9,48,80,49,1949,3802
2021-05-11 20:57:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.102,9,48,80,50,1949,3802
2021-05-11 20:58:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.644,9,49,80,51,1949,3802
2021-05-11 20:59:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.924,9,49,80,53,1949,3802
2021-05-11 21:00:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.729,9,48,80,56,1949,3802
2021-05-11 21:01:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.30,10,50,80,53,1949,3802
2021-05-11 21:02:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.150,10,49,80,57,1949,3802
2021-05-11 21:03:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.467,10,48,80,49,1949,3802
2021-05-11 21:04:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.947,10,49,80,59,1949,3802
2021-05-11 21:05:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.122,10,49,80,50,1949,3802
2021-05-11 21:06:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.821,10,49,80,52,1949,3802
2021-05-11 21:07:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.924,10,49,80,53,1949,3802
2021-05-11 21:08:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,10.97,10,50,80,50,1949,3802
2021-05-11 21:09:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.610,10,49,80,53,1949,3802
2021-05-11 21:10:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.380,11,49,80,51,1949,3802
2021-05-11 21:11:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.994,11,49,80,49,1949,3802
2021-05-11 21:12:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,6.820,11,49,80,51,1949,3802
2021-05-11 21:13:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.932,11,49,80,54,1949,3802
2021-05-11 21:14:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.251,12,49,80,52,1949,3802
2021-05-11 21:15:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,9.817,12,50,80,52,1949,3802
2021-05-11 21:16:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.353,12,49,80,62,1949,3802
2021-05-11 21:17:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.553,12,47,80,47,1898,3802
2021-05-11 21:18:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.978,12,48,80,52,1961,3802
2021-05-11 21:19:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,7.684,12,49,80,49,1949,3802
2021-05-11 21:20:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:21:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:22:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:23:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:24:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:25:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:26:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:27:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
2021-05-11 21:28:00,PATRIZIO_PC,0,GeForce GTX 1060 6GB,0,0,0,0,0,0,0
